2.5097199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0
2.531869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0.268741,0,0.510667,0,0,0
2.8329329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0.268741,0,0.510667,0,0,0
2.8642182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0.320685,-0.809156,0.683961,0,0,0
2.8954446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0.320685,-0.809156,0.683961,0.479341,1225.188866,0.000000
3.1966714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0,-0.718972,0.867712,0.479341,1225.188866,0.000000
3.2122635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0,-0.718972,0.867712,0,1225.289647,0.000000
3.5175219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0.809509,0,0.997934,0,1225.289647,0.000000
3.8556277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0.420942,-0.210106,0.975274,0,1225.289647,0.000000
4.2183414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8, ,0.420942,-0.210106,0.975274,0.467831,1225.113188,0.000000
4.5034163,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,8, ,0.420942,-0.210106,0.975274,0.467831,1225.113188,0.000000
4.5034163,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,8,0,0.420942,-0.210106,0.975274,0.467831,1225.113188,0.000000
5.5011012,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,8,0,0.420942,-0.210106,0.975274,0.467831,1225.113188,0.000000
5.52375,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,8,0,1.145711,0,1.555761,0.467831,1225.113188,0.000000
6.2022974,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,8,0,1.145711,0,1.555761,0.404526,1225.214092,0.000000
6.5183543,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,8,0,1.201409,0,2.076958,0.404526,1225.214092,0.000000
6.8373749,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,8,0,1.201409,0,2.076958,0.404526,1225.214092,0.000000
7.1709405,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,0,0,1.201409,0,2.076958,0.404526,1225.214092,0.000000
7.217817,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,0,0,1.201409,0,2.076958,0.369042,0,0.000000
7.5035162,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,0,0,1.201409,0,2.076958,0.369042,0,0.000000
7.5191445,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,0,0,0.258701,-0.286452,2.077438,0.369042,0,0.000000
7.5347703,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,0,0,0.258701,-0.286452,2.077438,0,1225.062849,0.000000
7.8483372,0,0,0,0,0,0,95,0,0,0,0,0,0,220,8,0,0,0,0.062597,-0.845317,2.573403,0,1225.062849,0.000000
